location,likes,text,date
"Berkeley, CA",1887,"RT @SuriTavneet: Here are some official numbers on #remdesivir clinical trial
N = 1063
Remdesivir treatment effects:
31% faster time to rec…",3/8/2020
"New York, USA",1093,@DrTedros @WHO RESIGN!!! https://t.co/ezIMB1OdU3,1/3/2019
"Houston, TX",1440,RT @Broncos: “Von has elected to share his diagnosis publicly to emphasize that anyone can be afflicted with coronavirus. … [He] is doing w…,11/12/2016
"Agoura Hills, CA",1935,https://t.co/njMmdzAKFc #Safety #JobSafety,7/2/2011
"Louisiana, USA",181160,"RT @BRITTANDX: The thought that some of us had COVID, beat it and didn’t even know is wild ..",4/25/2018
"Arizona, USA",2607,"Alcohol should be more of a concern to the virtue signaling Ickabod wanna be.

This is ridiculous https://t.co/gtTo2fjGMi",6/4/2017
"National Harbor, MD",412783,RT @AprilDRyan: We all were.  And what is sad people listen to him offer medical advice and they do what he says and die ! Various reports…,6/18/2014
"Louisville, KY",181665,"RT @AlanFelyk: To be honest, I would be a lot more impressed with Tac Glasses if they could let me see coronavirus droplets in the air.",6/16/2014
"Alabama, USA",51360,"RT @68pradeepgupta: Coronavirus Outbreak LIVE Updates: India's COVID-19 tally at 4,288 with 117 deaths; oil prices slip after output cut de…",1/2/2012
"Houston, TX",76,RT @JustinVerlander: @kateupton and I are donating my @mlb paycheck to a new organization each week to support their COVID-19 efforts durin…,8/2/2013
"Hagerstown, MD",41775,"👇Turns out Trump’s gut feelings coronavirus not that dangerous, not much worse than regular flu, just 15 cases soon… https://t.co/gfga5VkgJ8",2/28/2018
"Florida, USA",7140,https://t.co/HQHU67jTVC,6/27/2012
"Silver Spring, Maryland, USA",104885,"RT @mirandayaver: Courts so far this week: 

COVID-19, while too dangerous to allow in-person oral arguments, is not dangerous enough to fo…",7/3/2012
"Washington, D.C.",0,How to raise money if your nonprofit isn’t responding directly to the pandemic @Philanthropy.com https://t.co/71hrJkNLb2,3/29/2011
"Texas, USA",19378,RT @jack_turban: #COVID19 #quarantine puts kids at a higher risk of online sexual exploitation. Simple conversations can keep them safe. My…,2/13/2012
"Omaha, NE",87901,"Our politics are going to radically change in about 10 years, but not from COVID. Things got hyper partisan along t… https://t.co/HRqldNdKxt",7/20/2009
"Cleveland, Ohio",6680,"RT @AugustJPollak: You all really thought the media wasn’t just going to help Trump win again, didn’t you, like you really, seriously thoug…",3/3/2012
"Houston, TX",260128,"RT @Wario64: Journey and Uncharted: The Nathan Drake Collection will be free (to own) on PSN starting tomorrow. For China and Germany, they…",5/24/2016
"Los Angeles, California USA",10622,"RT @RickSmithShow: 50 days ago Trump told us we’d soon have zero cases of #coronavirus in the U.S.
I just checked. We now have over 640,000…",4/10/2011
"Littleton, CO",37606,"RT @marklevinshow: Will Cuomo be held to account?
https://t.co/yN4h1L4eIn",9/1/2018
"California, USA",7363,"RT @chaddoe8: dogs can’t catch the corona, we safe fellas.",4/1/2018
"Simi Valley, CA",55754,"RT @mxmsworld: the less people going out now, the higher chance we have of enjoying real sun. British people risking it all for 20 degrees…",4/23/2014
"Fort Wayne, Indiana",51506,RT @GemCityGem: THIS IS LITERALLY WHAT THEY DID WITH THE FLU PANDEMIC IN 1918 AND IT LITERALLY CAUSED ANOTHER UPTICK WHY IS THIS HELL WORLD…,12/11/2007
"Delanson, New York",11272,"RT @ScherieMurray: As we look to utilize the absentee ballot process during pandemic, NYS and other states across the country (that do not…",4/9/2009
"New Jersey, USA",18291,"RT @BashirAhmaad: This is scary, as the NCDC reported 114 new cases, raising the total number of the cases to 1095 in Nigeria. Hey, we need…",1/4/2015
"Charlotte, NC",46604,"RT @skinny_que: They trying to pass a bill for 2K a month until the Coronavirus pandemic ends, how long y’all need me to stay inside again?…",10/30/2017
"Dallas, TX",30525,@eddy_gordo_lite @orangeyouglad41 @zxcrxf I don’t believe it was a drafted tweet from before the pandemic. He said… https://t.co/P9gZ2eluAp,7/4/2009
"Syracuse, NY",281703,"RT @CAPAction: Trump knew early on about the threat of coronavirus. 

He knew, and he lied to you about it anyway.
https://t.co/IEtkwBP3eL",3/6/2016
"Littleton, CO",37606,RT @docpetit_art: Curves are flattening .... https://t.co/oy6a57S4kd,9/1/2018
"Long Beach, CA",84912,"RT @ryanohalloran: Book is closed on Pittsburgh-#Broncos '19 trade.

Steelers got: LB Devin Bush (No. 10 in ’19).

Broncos got: TE Noah Fan…",9/3/2009
"New York, NY",1739,"I figure I’ll just hide under here until we can all go outside again #stayhome #thisisreallife @ New York, New York https://t.co/LgvP7ssQD4",8/24/2011
"Utah, USA",37,Hospital life during COVID-19! But at least we get to see the mountains without the inversion! https://t.co/dVc3hLNHd2,1/21/2010
"St. Louis, MO",5326,"Together, we're feeding people! Thank you to our great community partners like @MissionStLouis that help us get foo… https://t.co/ang5LAazhb",3/13/2009
"New York, NY",13101,RT @funder: BREAKING: Karen Pence says Mike didn’t know about the hospital regulation of wearing a mask during his tour. That is a lie. Pen…,10/31/2015
"California, USA",56063,RT @nixonron: New from @AP Global Investigative team: 75 publicly listed companies received $300M in SBA loans due to COVID-19. 25% had war…,11/11/2015
"California, USA",294,"RT @1stdayoutthefed: Nobody: 

Kim jung un when he wakes up in hell and see the corona patient he had executed https://t.co/2rMYdAndPw",3/16/2017
"Ann Arbor, Michigan",8074,"RT @UMichAthletics: As the coronavirus pandemic continues, Michigan Athletics joins the chorus of thanks to our medical professionals, esse…",3/4/2009
"Austin, TX",26042,"RT @MadokaMeowgica: Friend died last night from corona. She was immunocompromised and did everything she was supposed to in a quarantine, b…",12/4/2018
"Berkeley, CA",1223,"As COVID-19 spreads, our African Ministry of Health partners are calling for help - requesting solar light and elec… https://t.co/n6kzBS4Y1d",10/31/2011
"Olympia, WA",37775,"RT @kalikniel: Spread this news, no evidence of transmission of #COVID19 through food or food packages. Wash your hands and avoid touching…",10/3/2013
"California, USA",55367,@xUrbanCowboyx If the states aka “greatest country on earth” couldn’t figure shit out by August when China was able… https://t.co/4gLcA7r6Em,8/13/2009
"Phoenix, AZ",17344,@ng_kazuma @TheQuartering @chrismartenson Here's another source. Nasdaq in this case. I always like to have backups… https://t.co/IDm5SAi5WJ,3/15/2018
"North Carolina, USA",574880,"RT @mkraju: Over January and February, agencies within HHS not only failed to make early use of the hundreds of labs across the United Stat…",11/14/2015
"Atlanta, GA",26148,"RT @misslillytoyou: Has anyone told the Americans that if they don’t stay the fuck home there won’t be any football this fall? 

Maybe that…",4/19/2009
"California, USA",159600,"RT @RepSwalwell: People sheltering in place are starting to ask, “why pay my taxes if it’s going to help the people who are making this wor…",9/18/2010
"Salem, OR",41157,Anti-Asian Racism Amid COVID-19 Echoes US History Of Blaming Immigrants For Disease https://t.co/IRpqNcZz0T,8/14/2008
"New Jersey, USA",9248,"Wow, this is very scary. https://t.co/8vHhwlkRlo",12/20/2016
"Texas, USA",311688,RT @CNN: There has been a concerted effort among aides and allies to get President Trump to stop conducting the daily coronavirus briefings…,8/7/2011
"Indianapolis, IN",208511,"RT @NYGovCuomo: New York on PAUSE will be extended in coordination with other states to May 15.

Non-essential workers must continue to sta…",4/17/2009
"Gastonia, NC",429,"Making some #twgSTEM challenge stamps with nuts, sponges, and forks! AR Workshop Belmont has kits you can ship home… https://t.co/61JZ3LXsyT",7/26/2016
"Oshkosh, WI",51580,"RT @jedweeks: Seoul has 2 COVID-19 deaths. Baltimore has 31. Seoul is 500% denser than Baltimore. 

This is an absurdly wrong take that wou…",7/9/2010
"From D.C., in GA",160289,RT @priscialva: Immigration to the US has already largely been cut off amid the pandemic. Unclear what this entails.,1/26/2009
"Alabama, USA no lists",14085,"Adam Parkhomenko
@AdamParkhomenko
The same people who had a problem with Hunter Biden’s qualifications are totally… https://t.co/oGAGNSZNlN",10/8/2016
"Illinois, USA",23987,"RT @lpackard: Speaking as somebody who survived stage 4 cancer &amp; is now staying at home so I don't get this thing: 

Fuck you William Barr.…",3/14/2009
"Texas, USA",1656,Crazy I pray for humanity to get healthy forreal ❤️🙏🏼🌍 https://t.co/HKUVhlMQ6P,11/30/2019
"North Logan, UT",383299,@realDonaldTrump https://t.co/4rnhTqTVgf,5/12/2017
"Las Vegas, NV",46444,"RT @RealCandaceO: Apparently, doctors and nurses around the world are wondering why no one is dying from heart attacks and strokes anymore.…",8/3/2017
"Los Angeles, CA",39360,RT @chicagosmayor: Just a friendly reminder from your Auntie to stay home. #StayHomeSaveLives https://t.co/RpX4tgRx2i,5/9/2013
"Isabela, Puerto Rico",3,RT @TorresGotay: Lo único que se ha hecho con sentido de urgencia durante esta crisis fue pagarle por pruebas de coronavirus a gente conect…,4/25/2020
"Philadelphia, PA",88874,RT @deAdder: Cartoon for April 2. #coronavirus #COVIDー19 #Trumpdemic #Facebook https://t.co/zzovbjgXm7,1/20/2018
"Armageddon, FLA",82773,RT @Complex: Researchers say social distancing may be necessary until 2022:https://t.co/zphtaIzkUD https://t.co/5opSGuyXYx,10/18/2011
"Draper, UT",852,@DOHgovph Pls get this out to ALL healthcare workers.  FREE breathing techniques &amp; classes to support them at work… https://t.co/b5kbTren2k,12/10/2013
"Detroit, MI",18712,RT @NBCNews: A man in Florida encased his arms in barrels full of concrete outside the governor's mansion on Friday in protest of the state…,3/3/2020
"Buffalo, New York",104914,RT @glennkirschner2: We The People are being  ruled-yes “ruled” not governed-by morons. Pence won’t wear a mask because he wants to “look ‘…,2/12/2008
"Tallahassee, FL",58641,"RT @MikalynFans: #Hayters Best ways to support Mikalyn @MikalynMusic during #COVID19 pandemic:
Purchase music &amp; merch https://t.co/GaIpkq35…",3/30/2011
"Pueblo, CO",165742,RT @Sharleesmad: WHO warns 'the worst' of the coronavirus outbreak is still yet to come https://t.co/Xgs3ZZumHb,5/14/2010
"Long Beach, CA",78409,RT @oceana: Explore from home the underwater corridors of kelp forests! #StayHome https://t.co/V5BULPsfBv,12/6/2018
"Florida, USA",5266,@jerrylanman @fishyja27 @USRepKCastor @US_FDA @ScottGottliebMD @usfcoph @HillsboroughFL Yep! There are roughly 1.5M… https://t.co/P4koS51eFY,11/5/2013
"Boca Raton, FL",197363,RT @eqow_mclean: It’s a Good Friday to attempt the #BopDaddyChallenge. Stay at home because there’s no where to go. https://t.co/X7ibQuJ4Va,8/22/2012
"Seattle-ish, WA USA",86466,RT @cluedont: Day 18 of lock down. Filled the dog with helium. https://t.co/aiGEkhjwhI,2/18/2007
"Atlanta, GA",4441,RT @chaseparis: Good read at a possible solution to getting back to work. There will be a new normal at least in the short term when we com…,1/18/2011
"Indiana, USA",262716,"RT @charliekirk11: January 15th—The First patient carrying the Chinese Coronavirus returns to the United States from Wuhan

And this is wha…",3/25/2017
"Boulder County, CO",25097,RT @SethAbramson: DISINFORMATION ALERT: Today Trump is spreading the dangerous disinformation that new daily coronavirus infections in the…,9/6/2011
"Boston, MA",79,CVS Health expands rapid COVID-19 drive-through testing sites into Massachusetts | CVS Health https://t.co/tfdV8b2xG0,3/30/2010
"Massachusetts, USA",15145,My boss will be hosting a conversation about secondary post-traumatic stress day with producers Vic Compher &amp; Rodne… https://t.co/vpekPr1jtx,3/1/2014
"St Paul, MN",69176,RT @MattOswaltVA: when I was 17 I tried to make my own acid wash jeans by putting my Levis into the washing machine then adding antifreeze…,7/21/2015
"Memphis, TN",22103,RT @SJUTorch: @stjohnsu Student government elections continued digitally amidst the pandemic – the Torch broke news on the official 2020-21…,1/5/2014
"Texas, USA",313242,RT @mkraju: Joe Manchin says senators are traveling back from hot spots to work on McConnell’s “personal agenda:” “It is shameful that Mitc…,3/12/2016
"New York, NY",235945,"RT @ewarren: My oldest brother, Don Reed, died from coronavirus on Tuesday evening. He joined the Air Force at 19 and spent his career in t…",7/11/2017
"Forney, TX",25679,"RT @NBSaphierMD: Dr. Stephen Smith, an infectious disease specialist, on using hydroxychloroquine/azithromycin combo to treat #COVID19 pati…",10/8/2009
"Atlanta, GA",42738,RT @ADBoyntonII: The fact that we’re STILL learning NEW info about this virus AND talking about reopening states simultaneously is making m…,8/21/2010
"Badlands of New Jersey, USA",331821,RT @soledadobrien: Morning everyone:  here is a wonderful example of terrible political framing being used to talk about fighting the bigge…,3/14/2012
"Oak Brook, IL",36509,"India put a total ban on exports of hydroxychloroquine, a malaria drug that President Trump has touted as a “game c… https://t.co/eQE9fi3Glf",8/1/2014
"Augusta Township MI, USA",101464,"RT @gtconway3d: Poor you!  No one has suffered as much as you during this global pandemic that has taken over 200,000 lives!",8/3/2017
"Waldorf, MD",44,"RT @edeweysmith: This is HORRIBLE........ When sanctuaries become mortuaries!!!!
On “Easter” Sunday, let’s celebrate the “Empty Tomb” by ha…",1/7/2009
"Nashville, TN",226201,RT @JordanSchachtel: @Lebeaucarnews @elonmusk I accept @elonmusk as the leader of our Rebel Alliance against the Galactic Empire of lockdow…,4/5/2010
"Oklahoma, USA",34574,"RT @charliekirk11: Rand Paul:

Almost shot by a Democrat activist at Congressional baseball practice

Almost murdered by his neighbor

Almo…",12/1/2016
"Colorado, USA",90401,"RT @DrRalphNap: Every cloud has a silver lining.

Some things will change for the better.

Some things will change for the worse.

Your abi…",3/9/2019
"Lighthouse Point, FL",54596,RT @ChinaInFocusNTD: Harbin city's air quality hits hazardous levels amid worsening #CCPvirus epidemic. A recent video shows the city cover…,10/26/2017
